lat_centroid,lon_centroid,cluster_index,place_name,google_place_id,place_address,place_category,place_type,place_lat,place_lon,distance_to_centroid
31.194918307991323,121.43642306715611,44,Croissants De France,ChIJ-eBZ3jZlsjURsT_pS22bj7k,"2068 Hua Shan Lu, Xuhui Qu",restaurants,bakery,31.196829,121.437416,232.5054393178692
31.194918307991323,121.43642306715611,44,Grand Gateway Shanghai,ChIJT1CuIzFlsjURTEQJ2CzP3FA,China,leisure,shopping_mall,31.1944205,121.4372385,95.28859840581468
31.194918307991323,121.43642306715611,44,邱艳舞蹈培训中心,ChIJmRu_3jZlsjURsvo8vxrdoTc,"汇银广场, 2088 Hua Shan Lu, Xu Jia Hui, Xuhui Qu",sport,gym,31.1973273,121.4372011,277.9025436995786
31.196622243437123,121.4328311640126,45,85 degrees C,ChIJ8ay4VDdlsjURwe7xcEUuycw,"广元西路98号名仕1楼第98-8室, Xuhui Qu, Shanghai Shi",restaurants,restaurant,31.195943,121.434126,144.47443684177964
31.196622243437123,121.4328311640126,45,Leshan Greenland,ChIJ32DXSTplsjURKb3bjs84FI0,"37 Le Shan Lu, Jiao Tong Da Xue, Xuhui Qu",leisure,park,31.195874,121.431825,126.81225660940436
31.196622243437123,121.4328311640126,45,邱艳舞蹈培训中心,ChIJmRu_3jZlsjURsvo8vxrdoTc,"汇银广场, 2088 Hua Shan Lu, Xu Jia Hui, Xuhui Qu",sport,gym,31.1973273,121.4372011,422.9770656158282
31.22103364088966,121.41560684201632,46,马车道,ChIJHVK9O2RlsjUR_lfZJr9kU0w,"Hui Chuan Lu, Zhong Shan Gong Yuan, Changning Qu",restaurants,bar,31.22033699999999,121.416107,90.8985694537847
31.22103364088966,121.41560684201632,46,双人沙发映画社,ChIJ14yUTmRlsjURjaIYof5NzUU,"凯旋路166号凯旋坊9幢, Changning Qu, Shanghai Shi",leisure,art_gallery,31.22010799999999,121.415152,111.64504071058592
31.22103364088966,121.41560684201632,46,Xingzhi Fitness,ChIJR1prYmZlsjURelKqL_fMNPs,"988 Chang Ning Lu, Zhong Shan Gong Yuan, Changning Qu",sport,gym,31.2188121,121.4180317,337.9210248904988
31.224985915069976,121.42211790394312,47,Baiweilin,ChIJ6-tMSGBlsjURmvPvguIZtOw,"1465 Wan Hang Du Lu, Changning Qu",restaurants,bakery,31.22460499999999,121.420458,163.42028314276317
